name,text,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,corpus,word_count,response,log_plus1,log
@mirrorgroupllc,"There's still time to register for the 
@American
 Evaluation Association #EVAL20 virtual experience! From October 27-30 join in asking the question, “How Will You Shine Your Light?” 

https://evaluationconference.org/p/cm/ld/fid=341

#EVAL20 #evaluation #AEA",0,0,4,1,0,6.857142857142857,"theres still time to register for the 

 evaluation association  virtual experience from october  join in asking the question how will you shine your light 



  ","['theres', 'still', 'time', 'register', 'evaluation', 'association', 'virtual', 'experience', 'october', 'join', 'asking', 'question', 'shine', 'light', 'theres', 'still', 'time', 'register', 'evaluation', 'association', 'virtual', 'experience', 'october', 'join', 'asking', 'question', 'shine', 'light']",28,0,0.0,0.0
@mirrorgroupllc,"Full Friday for founder & principle Mindelyn Anderson! Catch her moderating with the 
@WashEval
 for the Navigating the Job Market as a New or Emerging Evaluator online discussion with an amazing line up of speakers!

https://washingtonevaluators.org/event-3951875",0,0,0,0,0,6.894736842105263,"full friday for founder  principle mindelyn anderson catch her moderating with the 

 for the navigating the job market as a new or emerging evaluator online discussion with an amazing line up of speakers

","['full', 'friday', 'founder', 'principle', 'mindelyn', 'anderson', 'catch', 'moderating', 'navigating', 'job', 'market', 'new', 'emerging', 'evaluator', 'online', 'discussion', 'amazing', 'line', 'speakers', 'full', 'friday', 'founder', 'principle', 'mindelyn', 'anderson', 'catch', 'moderating', 'navigating', 'job', 'market', 'new', 'emerging', 'evaluator', 'online', 'discussion', 'amazing', 'line', 'speakers']",38,0,0.0,0.0
The Spark Mill,"The consultant team grows...Introducing, Sarah Choi",3,0,0,0,0,7.8,the consultant team growsintroducing sarah choi,"['consultant', 'team', 'growsintroducing', 'sarah', 'choi', 'consultant', 'team', 'growsintroducing', 'sarah', 'choi']",10,3,1.3862943611198906,1.0986122886681098
The Spark Mill,"""Yay to You"" and Others Missives We Should Live By - http://eepurl.com/h8xL99",0,0,0,0,0,5.25,yay to you and others missives we should live by  ,"['yay', 'others', 'missives', 'live', 'yay', 'others', 'missives', 'live']",8,0,0.0,0.0
The Spark Mill,Generational Differences in the office - some thoughts on how to manage it.,0,0,0,0,0,8.6,generational differences in the office  some thoughts on how to manage it,"['generational', 'differences', 'office', 'thoughts', 'manage', 'generational', 'differences', 'office', 'thoughts', 'manage']",10,0,0.0,0.0
The Spark Mill,August is time to flex your change management muscles - https://mailchi.mp/908b5fe80f21/august2022…,0,0,0,0,0,6.166666666666667,august is time to flex your change management muscles  ,"['august', 'time', 'flex', 'change', 'management', 'muscles', 'august', 'time', 'flex', 'change', 'management', 'muscles']",12,0,0.0,0.0
The Spark Mill,August is time to flex your Change Management Muscles -,0,0,0,0,0,6.166666666666667,august is time to flex your change management muscles ,"['august', 'time', 'flex', 'change', 'management', 'muscles', 'august', 'time', 'flex', 'change', 'management', 'muscles']",12,0,0.0,0.0
The Spark Mill,Client Love: Change work isn't easy,1,0,0,0,0,4.666666666666667,client love change work isnt easy,"['client', 'love', 'change', 'work', 'isnt', 'easy', 'client', 'love', 'change', 'work', 'isnt', 'easy']",12,1,0.6931471805599453,0.0
The Spark Mill,The Great Resignation Transitions to The Great Reinvention,1,0,0,0,0,8.6,the great resignation transitions to the great reinvention,"['great', 'resignation', 'transitions', 'great', 'reinvention', 'great', 'resignation', 'transitions', 'great', 'reinvention']",10,1,0.6931471805599453,0.0
The Spark Mill,Some thoughts on trends in the benefit landscape and new job postings in Charlottesville and Northern Virginia - https://mailchi.mp/c5ee9973f857/july2022-7255078…,0,0,0,0,0,7.5,some thoughts on trends in the benefit landscape and new job postings in charlottesville and northern virginia  ,"['thoughts', 'trends', 'benefit', 'landscape', 'new', 'job', 'postings', 'charlottesville', 'northern', 'virginia', 'thoughts', 'trends', 'benefit', 'landscape', 'new', 'job', 'postings', 'charlottesville', 'northern', 'virginia']",20,0,0.0,0.0
The Spark Mill,"Job Alert - 
@PiedmontHousing
 is hiring for a Deputy Director of Operations and a Development Director - TSM is providing hiring assistance and we would love to see your resumes. Full descriptions with salaries and benefits here",0,0,0,0,0,6.8,"job alert  

 is hiring for a deputy director of operations and a development director  tsm is providing hiring assistance and we would love to see your resumes full descriptions with salaries and benefits here","['job', 'alert', 'hiring', 'deputy', 'director', 'operations', 'development', 'director', 'tsm', 'providing', 'hiring', 'assistance', 'would', 'love', 'see', 'resumes', 'full', 'descriptions', 'salaries', 'benefits', 'job', 'alert', 'hiring', 'deputy', 'director', 'operations', 'development', 'director', 'tsm', 'providing', 'hiring', 'assistance', 'would', 'love', 'see', 'resumes', 'full', 'descriptions', 'salaries', 'benefits']",40,0,0.0,0.0
The Spark Mill,What’s in a Name? A Call for You To Examine Your Words,0,0,0,1,0,5.0,whats in a name a call for you to examine your words,"['whats', 'name', 'call', 'examine', 'words', 'whats', 'name', 'call', 'examine', 'words']",10,0,0.0,0.0
The Spark Mill,The Landscape of Hiring Shifts To Benefits - It Is Time To Revisit Your Offerings,0,0,0,0,0,7.0,the landscape of hiring shifts to benefits  it is time to revisit your offerings,"['landscape', 'hiring', 'shifts', 'benefits', 'time', 'revisit', 'offerings', 'landscape', 'hiring', 'shifts', 'benefits', 'time', 'revisit', 'offerings']",14,0,0.0,0.0
The Spark Mill,"Hello, I’m Rita. I’m new in town.",0,0,0,0,0,3.3333333333333335,hello im rita im new in town,"['hello', 'im', 'rita', 'im', 'new', 'town', 'hello', 'im', 'rita', 'im', 'new', 'town']",12,0,0.0,0.0
The Spark Mill,The Great Anti-Racism Backlash and thoughts about the World being on  - http://eepurl.com/h3wRRL,0,0,0,0,0,7.2,the great antiracism backlash and thoughts about the world being on   ,"['great', 'antiracism', 'backlash', 'thoughts', 'world', 'great', 'antiracism', 'backlash', 'thoughts', 'world']",10,0,0.0,0.0
